total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,avg_turnover,win_rate,trading_days,message
-0.0004933536000000238,-0.03061065440520938,0.01412592036023332,-2.1669847786614436,-0.0016453536000000657,0.0245865,0.25,4,short_sample
