total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,avg_turnover,win_rate,trading_days,message
-0.0013934928000000069,-0.08410291265744407,0.025793056611666716,-3.260680342143034,-0.002995746837822777,0.048904,0.5,4,short_sample
