total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,avg_turnover,win_rate,trading_days,message
0.09210450719999996,0.04684312368624255,0.04471876865363552,1.0475047747638357,-0.056539639721756574,0.0004033319587628866,0.5402061855670103,485,ok
