,annual_return,annual_volatility,sharpe,max_drawdown,year
0,-0.11112517939921174,0.08436273549276994,-1.317230632104567,-0.15193861729979885,2024
1,-0.07568205883790036,0.101338713325216,-0.7468227724090165,-0.12176798559828195,2025
