total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,avg_turnover,win_rate,trading_days,message
-0.0013934928,-0.084102912657444,0.0257930566116667,-3.260680342143034,-0.0029957468378227,0.048904,0.5,4,short_sample
