trade_date,asset,weight,shares,close,market_value
2024-01-05,600000.SH,0.05016991141032693,7500,6.68,50100.0
2024-01-05,000001.SZ,0.05012785280195899,5400,9.27,50058.0
2024-01-05,000002.SZ,0.049019308052832604,4900,9.99,48951.0
2024-01-05,300750.SZ,0.04533317144801397,300,150.9,45270.0
