total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,avg_turnover,win_rate,trading_days,message
0.0287939712,0.0148589582485787,0.0321258511770052,0.4625234104058344,-0.038422965357632,0.0003067752577319,0.5237113402061856,485,ok
