total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,avg_turnover,win_rate,trading_days,message
0.013572311999999975,0.007029167488397103,0.01991407999156921,0.3529747541123145,-0.019637687999999986,0.00010228865979381444,0.5319587628865979,485,ok
