trade_date,asset,weight,shares,close,market_value
2025-12-31,300750.SZ,0.10088594935156954,300,367.26,110178.0
2025-12-31,600000.SH,0.08543138443701499,7500,12.44,93300.0
2025-12-31,000001.SZ,0.05641767760666926,5400,11.41,61614.0
2025-12-31,000002.SZ,0.020863387935663308,4900,4.65,22785.0
