total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,avg_turnover,win_rate,trading_days,message
0.0921045071999999,0.0468431236862425,0.0447187686536355,1.0475047747638355,-0.0565396397217565,0.0004033319587628,0.5402061855670103,485,ok
