total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,avg_turnover,win_rate,trading_days,message
0.0135723119999999,0.0070291674883971,0.0199140799915692,0.3529747541123145,-0.0196376879999999,0.0001022886597938,0.5319587628865979,485,ok
