total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,avg_turnover,win_rate,trading_days,message
-0.0021489912000000055,-0.12674889201412542,0.013004688167546574,-9.74639994293977,-0.0021489912000000055,0.01249725,0.25,4,short_sample
