total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,avg_turnover,win_rate,trading_days,message
0.00869076440000005,0.7248717103169768,0.04010748273837705,18.073228754976927,-0.0011538821157128787,0.26825199222384066,0.75,4,short_sample
