total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,avg_turnover,win_rate,trading_days,message
-0.0004933536,-0.0306106544052093,0.0141259203602333,-2.166984778661444,-0.0016453536,0.0245865,0.25,4,short_sample
