total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,avg_turnover,win_rate,trading_days,message
0.0086907644,0.7248717103169768,0.040107482738377,18.073228754976927,-0.0011538821157128,0.2682519922238406,0.75,4,short_sample
