total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,avg_turnover,win_rate,trading_days,message
0.028793971200000046,0.014858958248578746,0.03212585117700523,0.4625234104058344,-0.03842296535763201,0.0003067752577319588,0.5237113402061856,485,ok
